FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,AGE,Età,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2020,99.283,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2021,89.183,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022,82.668,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023,73.769,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024,63.727,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025,59.109,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2018,103.538,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2019,87.417,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2020,104.429,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2021,98.606,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022,93.972,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023,75.28,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024,64.777,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025,60.302,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2018,152.579,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2019,135.762,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2020,157.071,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2021,145.628,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022,134.94,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023,109.859,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024,98.187,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025,92.704,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2018,12.129,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2019,12.569,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2020,11.364,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2021,16.164,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022,13.096,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023,8.799,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024,8.81,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025,7.235,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2018,22.012,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2019,20.634,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2020,20.791,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2021,23.608,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022,20.298,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023,17.591,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024,16.598,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025,13.331,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2018,22.839,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2019,21.877,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2020,21.903,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2021,26.104,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022,22.102,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023,18.008,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024,17.537,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025,14.162,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2018,34.257,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2019,32.274,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2020,34.253,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2021,34.661,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022,31.09,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023,27.011,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024,26.789,,
A,Annuale,ITD4,Friuli-Venezia Giulia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025,23.313,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2018,47.14,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2019,46.686,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2020,52.017,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2021,54.459,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022,43.284,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023,37.119,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024,30.763,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025,27.47,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2018,86.811,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2019,81.587,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2020,94.083,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2021,86.897,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022,72.248,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023,67.704,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024,59.217,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025,52.336,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2018,91.519,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2019,85.083,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2020,97.731,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2021,93.228,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022,76.041,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023,69.074,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024,60.848,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025,53.13,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2018,130.146,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2019,126.45,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2020,143.443,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2021,131.372,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022,113.815,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023,100.64,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024,93.903,,
A,Annuale,ITD5,Emilia-Romagna,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025,85.159,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2018,163.597,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2019,158.434,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2020,175.93,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2021,179.873,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022,141.419,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023,101.934,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024,107.411,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025,97.7,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2018,307.476,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2019,281.948,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2020,323.808,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2021,302.7,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022,235.906,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023,198.666,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024,210.398,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025,192.805,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2018,322.127,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2019,297.512,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2020,333.881,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2021,322.885,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022,254.317,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023,203.037,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024,215.939,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025,198.628,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2018,465.327,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2019,444.928,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2020,487.303,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2021,470.196,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022,375.083,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023,308.127,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024,323.29,,
A,Annuale,ITE,Centro,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025,304.208,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2018,37.743,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2019,41.267,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2020,50.237,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2021,54.142,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022,42.283,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023,27.922,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024,29.609,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025,28.052,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2018,76.614,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2019,73.974,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2020,83.804,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2021,80.18,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022,61.408,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023,54.433,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024,54.543,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025,50.408,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2018,79.235,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2019,77.595,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2020,86.727,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2021,89.182,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022,69.555,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023,55.739,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024,56.406,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025,52.215,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2018,115.052,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2019,115.519,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2020,124.304,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2021,124.591,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022,98.122,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023,82.768,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024,83.821,,
A,Annuale,ITE1,Toscana,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025,77.097,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2018,11.995,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2019,9.864,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2020,11.741,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2021,13.02,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022,9.032,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023,6.085,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024,6.005,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025,4.754,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2018,21.608,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2019,17.111,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2020,21.995,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2021,21.288,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022,16.218,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023,12.183,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024,11.751,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025,9.795,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2018,22.624,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2019,17.916,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2020,22.753,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2021,22.782,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022,17.179,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023,12.46,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024,12.045,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025,10.068,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2018,32.594,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2019,27.084,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2020,34.339,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2021,31.514,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022,27.586,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023,19.95,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024,18.545,,
A,Annuale,ITE2,Umbria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025,16.318,,
A,Annuale,ITE3,Marche,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2018,18.712,,
A,Annuale,ITE3,Marche,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2019,15.948,,
A,Annuale,ITE3,Marche,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2020,19.71,,
A,Annuale,ITE3,Marche,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2021,17.803,,
A,Annuale,ITE3,Marche,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022,16.08,,
A,Annuale,ITE3,Marche,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023,10.9,,
A,Annuale,ITE3,Marche,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024,11.59,,
A,Annuale,ITE3,Marche,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025,12.81,,
