FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,AGE,Età,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,ITC3,Liguria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025,28.655,,
A,Annuale,ITC3,Liguria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2018,52.785,,
A,Annuale,ITC3,Liguria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2019,50.332,,
A,Annuale,ITC3,Liguria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2020,56.736,,
A,Annuale,ITC3,Liguria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2021,52.916,,
A,Annuale,ITC3,Liguria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022,43.643,,
A,Annuale,ITC3,Liguria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023,37.562,,
A,Annuale,ITC3,Liguria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024,40.31,,
A,Annuale,ITC3,Liguria,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025,40.758,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2018,120.514,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2019,117.462,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2020,150.443,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2021,164.972,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022,116.078,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023,88.455,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024,87.832,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025,62.821,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2018,202.079,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2019,194.451,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2020,242.738,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2021,237.921,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022,181.781,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023,146.994,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024,143.019,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025,124.205,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2018,213.9,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2019,210.167,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2020,258.432,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2021,266.157,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022,198.915,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023,156.854,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024,150.13,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025,128.782,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2018,306.338,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2019,291.058,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2020,359.961,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2021,362.756,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022,284.231,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023,231.268,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024,224.237,,
A,Annuale,ITC4,Lombardia,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025,205.257,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2018,138.753,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2019,121.231,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2020,133.328,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2021,149.178,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022,123.9,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023,95.34,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024,81.719,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025,73.864,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2018,225.64,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2019,201.792,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2020,236.284,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2021,224.296,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022,192.569,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023,173.959,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024,152.335,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025,135.366,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2018,239.381,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2019,213.201,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2020,247.415,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2021,244.76,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022,210.345,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023,177.722,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024,156.564,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025,138.367,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2018,346.369,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2019,321.294,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2020,368.545,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2021,347.95,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022,305.293,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023,261.162,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024,239.663,,
A,Annuale,ITD,Nord-est,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025,219.31,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2018,12.858,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2019,10.488,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2020,12.403,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2021,14.425,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022,9.984,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023,8.844,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024,7.552,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025,5.888,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2018,19.769,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2019,17.739,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2020,22.128,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2021,24.608,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022,17.355,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023,14.894,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024,12.793,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025,10.59,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2018,21.486,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2019,18.824,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2020,23.352,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2021,26.823,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022,18.23,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023,15.359,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024,13.402,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025,10.774,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2018,29.386,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2019,26.807,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2020,33.779,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2021,36.289,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022,25.449,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023,23.651,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024,20.784,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025,18.134,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2018,5.799,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2019,5.038,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2020,6.067,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2021,6.194,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022,5.116,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023,3.859,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024,3.608,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025,2.609,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2018,8.766,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2019,7.744,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2020,10.379,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2021,11.114,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022,8.202,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023,7.01,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024,6.74,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025,4.951,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2018,9.628,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2019,8.322,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2020,10.914,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2021,11.817,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022,8.789,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023,7.108,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024,7.107,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025,5.015,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2018,13.563,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2019,12.112,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2020,16.354,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2021,16.962,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022,12.517,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023,11.879,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024,11.67,,
A,Annuale,ITD1,Provincia Autonoma Bolzano / Bozen,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025,9.545,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2018,7.059,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2019,5.449,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2020,6.335,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2021,8.23,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022,4.869,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023,4.984,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024,3.943,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025,3.279,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2018,11.002,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2019,9.995,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2020,11.749,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2021,13.494,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2022,9.153,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2023,7.884,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2024,6.053,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2025,5.639,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2018,11.857,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2019,10.502,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2020,12.439,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2021,15.006,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2022,9.441,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2023,8.251,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2024,6.295,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-29,15-29 anni,2025,5.759,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2018,15.823,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2019,14.694,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2020,17.425,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2021,19.327,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2022,12.932,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2023,11.772,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2024,9.113,,
A,Annuale,ITD2,Provincia Autonoma Trento,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-34,15-34 anni,2025,8.589,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2018,66.625,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2019,51.488,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2020,57.545,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2021,64.131,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2022,57.536,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2023,40.578,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2024,34.595,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y15-24,15-24 anni,2025,33.271,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2018,97.048,,
A,Annuale,ITD3,Veneto,NEET,Giovani Neet di 15-34 anni (non occupati e non in istruzione),Y18-29,18-29 anni,2019,81.832,,
